arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,lir,sat_level,sat_score
"pd-default","100","42",2.2287849971526104,901.9160104438388,2196,546.0876875828546,634.2638,1084.0348000000001,1349.490060000002,34456.5727918692,86315.6692,137556.06490000003,272462.45926000044,80.23758896974797,99.335,102.265,107.34,20,0,2216,"1.0305","OVERLOADED",0.4713406634063263
"pd-default","100","123",2.3198986446963064,885.3104924629041,2172,576.8279308652989,659.4735000000001,1422.8373999999992,1819.9698500000004,31530.476471454058,79297.72430000002,119242.76179999993,248482.57104000033,78.58654667000525,96.684,99.264,107.113,16,0,2188,"1.0322","OVERLOADED",0.5872031799858447
"pd-default","100","777",2.326270811780259,832.1630436604397,2265,533.5059013722126,636.5585,813.4687999999999,1600.1154900000008,30024.43250042882,71145.31160000002,109009.25184999971,237816.25755,80.39074540706453,99.384,102.66,108.037,14,1,2279,"1.0296","STABLE",0
"pd-default","200","42",2.1849532088024146,868.9235991259261,2084,629.446195450325,676.8211000000001,1969.49055,2176.5340499999966,33367.33934308264,83998.74980000002,129207.17334999997,290773.41602999653,77.75361322233672,97.293,100.094,105.312,22,0,2106,"1.0336","OVERLOADED",0.5492423752298117
"pd-default","200","123",2.3585026841825005,902.2123139382022,2302,631.0657820404722,651.3837000000001,2104.6794,2487.97854,34503.23967790893,84315.94780000001,131755.88939999993,293167.95396999974,84.43408513075319,103.314,105.663,108.411,22,1,2324,"1.0304","OVERLOADED",0.5369821352722599
"pd-default","200","777",2.3615440885483343,838.7141396527107,2310,603.0386295206056,654.2617000000002,1521.5693000000006,2485.36138,30676.590662741797,71809.07670000003,112340.72140000005,248898.7235100001,82.40744146667025,101.356,104.341,108.671,15,0,2325,"1.0294","STABLE",0
"pd-champ","40","42",2.3196045441434983,927.6095692917878,2417,489.9818904109589,590.9313000000001,616.0697999999999,688.75972,37773.329014101524,95670.50560000003,152032.0285499999,300000,88.35718772461705,106.068,107.577,108.888,26,0,2443,"1.0269","STABLE",0
"pd-champ","40","123",2.4383070850034922,921.0258483944061,2389,489.2399357200976,587.4868,616.5199,749.5819299999988,35072.36085923515,85790.6824,132768.47160000005,272181.3977499998,87.25102762296504,105.805,107.084,109.308,23,3,2412,"1.0289","STABLE",0
"pd-champ","40","777",2.39161460934645,850.6195890697285,2400,508.0462557856273,605.9308,653.1328,1220.9172000000005,32241.21398091758,77106.8956000001,119788.9268,265248.5410400004,85.62924616835956,104.706,106.453,108.636,19,0,2419,"1.0263","STABLE",0
"pd-champ","80","42",2.261364266182838,907.8383630591437,2298,559.6757020736352,627.5008000000001,1162.6878000000004,1835.9521600000012,36749.70781887432,92159.74060000005,146556.12840000007,300000,84.9009822667368,103.545,105.72,108.597,26,1,2324,"1.0283","STABLE",0
"pd-champ","80","123",2.584837139228619,955.0478738866591,2300,544.8468298860279,631.7176000000006,1115.5466000000001,1493.6994,33357.36735542423,81091.17860000001,124323.00079999998,264954.2919600003,84.7501818748186,104.809,106.76,108.657,21,3,2321,"1.0300","OVERLOADED",0.5011270912319197
"pd-champ","80","777",2.3702639285637517,838.4707180516508,2336,554.1753318068277,647.5627000000001,1200.4083999999996,1569.3170599999996,30983.663131557038,73518.50480000002,115207.94844999988,231258.6991099999,83.36534585092001,101.743,104.622,108.685,16,1,2352,"1.0283","STABLE",0
"pd-champ","100","42",2.276128461869774,895.6778729535687,2295,559.9827815945716,636.7861000000003,1189.0586,1633.5361699999996,36210.97335793045,89528.85290000001,142065.54065,300000,85.46208511238231,104.355,106.376,108.64,25,0,2320,"1.0275","STABLE",0
"pd-champ","100","123",2.3665237478750702,905.5312381455433,2103,587.6780806451613,661.4756,1559.7597499999995,1875.04035,30805.804866359445,75010.60010000003,117600.6430999996,264859.39188999997,76.16040676158401,96.235,99.011,103.323,16,0,2119,"1.0319","OVERLOADED",0.790621920949389
"pd-champ","100","777",2.3735264486725467,841.688450407064,2349,569.0170700953961,650.433,1374.9385,1732.2517,31853.20809456657,74033.687,114863.08350000001,258016.74430000005,84.80108431791314,104.164,106.476,109.257,18,1,2367,"1.0264","STABLE",0
"pd-champ","200","42",2.2472199522078515,881.1643528423805,2193,631.8469946784921,663.3452000000005,2011.0944999999995,2532.63216,34255.312275831486,85936.45040000002,134991.13789999924,290363.27414000005,81.15835133162568,101.416,103.536,108.376,22,0,2215,"1.0283","STABLE",0
"pd-champ","200","123",2.293479906057487,878.2519319987058,2037,643.7879188034187,675.822,2047.4205000000002,2583.799699999999,28271.580782526118,69531.696,107010.6925,233015.02419999897,71.72968476092545,91.039,93.395,98.103,9,0,2046,"1.0339","STABLE",0
"pd-champ","200","777",2.317052348422917,833.9109898128946,2227,625.8215727986051,663.7014000000001,2182.7027999999996,2653.175600000001,29803.792968613772,68984.91750000001,108139.00554999983,233259.1486200018,78.95342981380603,99.916,104.296,109.041,14,1,2241,"1.0301","STABLE",0
