arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score
"agg-4xtp4","0.2","42",0.20018432816793927,102.97541896257246,1000,311.313851,1278.0904,1654.9941499999998,1829.084,9305.447452999999,16541.2116,18367.429799999994,22800.26285,17.517148520752706,19.781,20.47,20.687,0,0,0,"STABLE",0
"agg-4xtp4","0.2","123",0.19093777877399012,98.28464881057509,1000,291.107598,1164.6262000000002,1479.0507999999995,1829.084,9240.21824,15590.423,17194.371750000002,20805.027319999997,17.417782764668214,19.495,20.103,20.524,0,0,0,"OVERLOADED",0.03373389316975179
"agg-4xtp4","0.2","777",0.21325894333644957,109.84989497154851,1000,303.81959,1202.0911,1594.3336000000002,1829.084,9327.027724,16408.570200000002,18148.361599999997,21946.659889999995,17.549919439954408,19.762,20.313,23.087,0,0,0,"STABLE",0
"agg-4xtp4","0.4","42",0.39942973624260103,205.4678546124027,1000,318.43265,1299.8834000000004,1678.7164499999994,1907.6221400000002,9550.572328,16845.8734,19130.29325,23795.353969999996,17.980733805606903,20.33,20.67,24.712,0,0,0,"STABLE",0
"agg-4xtp4","0.4","123",0.3809403963498315,196.08792619988674,1000,296.569385,1179.9556000000002,1491.6716999999999,1829.084,9439.9486,16030.2464,17846.183049999996,20930.420809999996,17.795923314394052,20.015,20.512,23.182,0,0,0,"STABLE",0
"agg-4xtp4","0.4","777",0.42552392011399115,219.18779677463695,1000,309.948265,1210.9922000000001,1600.6073999999999,1844.37736,9562.009887,16956.827200000003,18717.695099999997,23161.57942,17.995072217326946,20.298,20.979,25.949,0,0,0,"STABLE",0
"agg-4xtp4","0.7","42",0.6958034970155558,357.92340627529296,1000,326.611938,1320.2965,1706.9677999999997,1950.24716,9994.980505000001,17596.8973,20163.143799999998,25182.512279999995,18.83041502873961,20.884,23.445,43.939979999999984,0,0,0,"STABLE",0
"agg-4xtp4","0.7","123",0.6626370607027811,341.0904390855744,1000,305.643153,1209.3760000000002,1508.2501,1854.03516,9824.911404999999,16923.7548,18817.349249999996,22515.48834,18.52758507981555,20.695,22.546,41.658,0,0,0,"STABLE",0
"agg-4xtp4","0.7","777",0.7420732002331893,382.24264751331606,1000,321.551586,1231.4266000000002,1624.1005999999998,1903.0683,9986.227482999999,17617.0773,19733.519399999997,24269.44931,18.797666016988877,21.114,23.34,43.063,0,0,0,"STABLE",0
"agg-4xtp4","1.0","42",0.9866059520413767,507.5130615479403,1000,335.60904,1326.7477000000001,1729.9389499999995,1991.22327,10496.618926000001,18370.0979,21442.046499999997,26509.750819999994,19.789975683819534,23.105,25.528,46.444,0,0,0,"STABLE",0
"agg-4xtp4","1.0","123",0.9404601117207552,484.09902112792355,1000,314.376079,1230.9627,1544.822,1921.25565,10242.875096999998,17645.0564,19612.793299999998,24370.23217,19.3241459667891,22.572,24.202699999999954,44.23453999999998,0,0,0,"STABLE",0
"agg-4xtp4","1.0","777",1.055219447994953,543.5445928816483,1000,334.463331,1264.9174,1660.8053999999995,1973.03034,10473.998779,18272.9493,20788.572999999997,26089.697809999998,19.721335784213608,23.335,26.633,46.159,0,0,0,"STABLE",0
