arm,chat_rate,code_rate,arrival,seed,throughput_rps,tokens_per_sec,completed,goodput,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score
"agg-4xtp4","100","5","poisson","123",4.674921961629782,1609.4639214065169,3984,0.13171098845960863,236.0045421475163,560.3075,743.385,1230.2931000000003,22381.79530070281,40905.48640000002,59723.59999999997,140437.17469000025,64.51103089618985,89.175,97.637,115.319,2,0,0,"OVERLOADED",0.5236702960154082
"agg-4xtp4","100","5","poisson","777",4.260922493535284,1525.4624750973833,3998,0.11852963240810202,230.2184108527132,518.6364000000004,721.6074999999998,1119.2886799999999,23001.807808154077,40761.7833,60517.48129999993,171572.43803999963,63.78152276515324,87.434,93.43,105.276,1,0,0,"OVERLOADED",0.5673273304470914
"agg-4xtp4","100","5","weibull","42",4.757402988144095,1670.6315702969832,3973,0.09026904702036712,233.50216997736987,527.2850000000002,737.1479999999992,1143.3043599999994,23248.124410521017,41213.5466,64573.16419999991,137379.82483999996,65.72321952855225,86.996,94.948,105.878,4,0,0,"OVERLOADED",0.43354082058957094
"agg-4xtp4","100","5","weibull","123",4.671693889714421,1595.5858087415124,3948,0.18795851252213508,231.56556109284088,534.5280000000001,717.5191999999996,1157.352,22043.909767477202,41657.21740000001,59614.579449999954,137730.66471999986,64.04904606813862,95.071,105.508,123.523,5,0,0,"STABLE",0.001264862130027855
"agg-4xtp4","100","5","weibull","777",4.273919437389366,1487.4162383167006,3937,0.24151039026862645,228.88773416117587,519.551,719.10075,1211.1098500000012,21959.4111506223,39192.42560000001,58937.9378,157771.43047999995,62.61927545117053,91.519,101.048,119.395,9,0,0,"OVERLOADED",0.5686847516909561
"agg-4xtp4","100","10","poisson","42",4.890916525386663,1685.8836538272458,3939,0.09604662949822605,237.98196984287887,530.7325,748.36925,1250.9258000000007,23068.698016755523,41406.3462,61500.97219999995,139196.97577999998,66.42531719236355,94.987,107.329,124.048,7,0,0,"OVERLOADED",0.44090569419630893
"agg-4xtp4","100","10","poisson","123",4.570830272212509,1566.4681389689576,3976,0.11007790902236743,243.2446499120382,555.8102,772.7899,1217.0883199999992,22810.73964813883,41626.133,60520.49575,144769.915,66.0410250589193,89.356,96.679,107.449,3,0,0,"OVERLOADED",0.4285036428149705
"agg-4xtp4","100","10","poisson","777",4.276047922659197,1503.557462421468,3930,0.10058420116840233,228.83257912115826,504.2726,685.0691999999999,1149.113679999998,22895.58414452926,40837.06649999999,57421.49424999999,150761.39635000002,64.64595814431449,89.081,96.649,110.489,7,0,0,"OVERLOADED",0.4328599998058316
"agg-4xtp4","100","10","weibull","42",4.87431135001464,1714.408444535375,3985,0.07622868605817452,238.09654212637915,543.6287000000004,769.125199999999,1181.4759800000006,23911.16079749059,42808.8618,64341.49239999998,138356.32823999942,67.49590176884902,90.746,100.373,116.034,3,0,0,"OVERLOADED",0.39989135201953346
"agg-4xtp4","100","10","weibull","123",4.323589127206683,1496.9692342801513,4000,0.09897525618595351,238.08247113221694,548.937,741.509,1188.334,22998.458032000002,40973.4435,60518.0787,148034.65918999957,65.92538638108175,86.907,94.416,106.724,1,0,0,"OVERLOADED",0.36381644631318394
