arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score,goodput_rps,slo_attainment
"pd-1p3d-thresh16","50","123",3.4168067887741387,1758.7910441011215,1000,123740.88373999999,222260.56399999998,231616.21670000002,242566.38179,138971.19511700002,238952.3499,248926.44935,262459.81332,29.840189350010803,38.466,41.641,46.561,0,0,1000,"OVERLOADED",1,0.18792437338257761,0.055
"pd-1p3d-thresh16","50","777",3.3274409013387887,1713.9681357205113,1000,133948.67432700002,231956.8128,249306.68884999998,256709.07009,148628.394832,249226.8991,261347.4706,273469.87097,28.74631727812239,35.986,38.76,44.136,0,0,1000,"OVERLOADED",1,0.1497348405602455,0.045
"pd-1p3d-thresh16","100","42",3.1906064258647504,1641.2575172841052,1000,137206.236986,246269.96980000005,261722.3434,274142.84375,152493.899021,260835.6531,279167.70045,288468.02144,29.973675521958384,38.875,40.979,42.531,0,0,1000,"OVERLOADED",1,0.19781759840361451,0.062
"pd-1p3d-thresh16","100","123",3.4174410340285304,1759.1175199430838,1000,128765.223269,231592.5625,241479.29859999998,252901.86478,143995.67491499998,248215.36630000002,258651.26949999997,272364.06635,29.84081371180756,38.468,41.66,46.58375999999908,0,0,1000,"OVERLOADED",1,0.18454181583754062,0.054
"pd-1p3d-thresh16","100","777",3.327620740256121,1714.060770926668,1000,138604.755957,240338.18670000002,258168.1017,265988.12377999997,153279.601338,257367.6103,269875.054,282594.11945,28.73644292269418,36.032,38.761,44.137,0,0,1000,"OVERLOADED",1,0.14641531257126933,0.044
"pd-2p2d-thresh16","0.2","42",0.20015529981659966,102.96048669155832,1000,368.52037199999995,1362.2194,1758.1001499999998,1884.6021700000001,9879.277089,17338.439700000003,19452.954349999996,24344.35785,18.67565564478587,21.898,23.127,24.68,0,0,1000,"STABLE",0,0.20015529981659966,1
"pd-2p2d-thresh16","0.2","123",0.19091376551768302,98.27228805893078,1000,352.11035499999997,1266.9443000000003,1537.0736999999997,1883.37751,9805.190414,16378.4853,18461.6727,22060.95843,18.550185673103687,21.29,22.89,24.648,0,0,1000,"STABLE",0,0.19091376551768302,1
"pd-2p2d-thresh16","0.2","777",0.21325924895830042,109.85005239766951,1000,365.522237,1290.7238000000002,1670.559049999999,1884.62825,10029.914899,17726.8243,19985.4659,25737.006009999994,18.949874129791617,22.431,24.047,29.685,0,0,1000,"STABLE",0,0.21325924895830042,1
"pd-2p2d-thresh16","0.5","42",0.49840244323655947,256.3797120082159,1000,434.14183,1493.0269,1867.2612,2343.4989999999993,11299.040872,19870.2706,23099.813099999996,27420.218279999994,21.319992598407097,26.884,28.18,30.42,0,0,1000,"STABLE",0,0.49840244323655947,1
"pd-2p2d-thresh16","0.5","123",0.4747422419754409,244.3721448301323,1000,411.214047,1355.1892000000003,1645.6998999999998,2156.3018399999996,10989.710025,18492.803200000002,21131.094649999995,25776.612830000002,20.74569133250413,25.272,26.749,30.275,0,0,1000,"STABLE",0,0.4747422419754409,1
"pd-2p2d-thresh16","0.5","777",0.5312348739834222,273.63961482373475,1000,469.324245,1583.5839,1884.7853,2731.552659999999,11459.414256,20315.7,22976.593799999995,29975.61051,21.535810945709112,27.11,28.545,35.324,0,0,1000,"STABLE",0,0.5312348739834222,1
"pd-2p2d-thresh16","1","42",0.9817094868367037,504.99430515726084,1000,569.871816,1785.6937,1985.6703499999999,2803.0180499999997,14859.875769999999,26526.286800000005,30478.703149999998,38163.337049999995,28.011585014111724,36.788,39.034,41.94497999999999,0,0,1000,"STABLE",0,0.9817094868367037,1
"pd-2p2d-thresh16","1","123",0.9370464618989385,482.3418551230929,1000,528.9299209999999,1533.4374000000003,1857.1863999999998,2888.4156399999997,13896.475731,23918.4091,27004.843699999998,35049.61374,26.1922857126173,35.53,37.848,42.527,0,0,1000,"STABLE",0,0.9370464618989385,1
"pd-2p2d-thresh16","1","777",1.050530073155143,541.1290912122872,1000,689.6997190000001,1891.7452,2551.1722,4205.91156,14934.723812,26266.0345,30688.272849999998,39163.39378,27.887861245163887,37.263,41.39,50.017,0,0,1000,"STABLE",0,1.050530073155143,1
"pd-2p2d-thresh16","2","42",1.824852823156261,938.7097667900501,1000,1184.9416769999998,2922.9749,3815.0315499999997,5044.17372,32505.69469,59955.1745,67134.92665000001,85277.36252,61.28525425250729,83.055,88.214,96.396,0,0,1000,"STABLE",0,1.824852823156261,1
"pd-2p2d-thresh16","2","123",1.8145469935254444,934.0326212762418,1000,894.4846829999999,2199.1742000000004,2776.5025999999984,3706.7297999999996,26191.351761,45498.9035,51990.93405,66379.47817999998,49.48517409542051,69.323,78.85,88.379,0,0,1000,"STABLE",0,1.8145469935254444,1
"pd-2p2d-thresh16","2","777",2.008660990891887,1035.4273938416206,995,1462.030111,3946.3409,5490.837249999999,6900.877699999999,32151.773662,56052.47900000001,67962.88015,89974.47887,60.23080928836961,83.796,99.99,109.412,0,0,995,"STABLE",0,2.008660990891887,0.995
"pd-2p2d-thresh16","5","42",2.4364922457221403,1248.2654373820326,845,44854.680673,76943.34070000002,82200.8726,89014.85888,86862.52906100001,141605.43039999998,150081.78705,167088.47836,97.47350478399133,109.901,110.148,126.776,0,22,845,"OVERLOADED",0.9695331886442607,0.48153160359242303,0.167
"pd-2p2d-thresh16","5","123",2.704833253376728,1388.6670338825184,863,33742.725246,53841.8016,54812.815,56718.431469999996,77270.260226,121166.6232,132294.45505,154296.87063,98.80806177253433,109.835,110.106,110.287,0,22,863,"OVERLOADED",0.7286079337670502,0.5265492312483085,0.168
"pd-2p2d-thresh16","5","777",2.703321496200009,1380.1251332658753,884,50758.081239,83165.617,88996.05445000001,90800.42372,94828.941986,145305.0982,153683.87839999996,171837.6,98.18695070422535,109.924,110.095,121.045,0,14,884,"OVERLOADED",0.80989719123057,0.4862309025970605,0.159
"pd-2p2d-thresh16","10","42",2.4692124921760814,1258.7332343478597,852,92304.40347599999,164857.78260000004,175344.7155,185334.82247999997,134742.651192,219879.642,230423.44280000002,240519.51807999998,98.14787032641019,109.903,110.141,123.932,0,39,852,"OVERLOADED",1,0.26373044223946407,0.091
"pd-2p2d-thresh16","10","123",2.5895211468575092,1324.3627888862907,818,83752.492268,147850.98570000002,152676.2082,159905.70117000001,125684.7435,201608.74850000002,211090.97024999998,220433.77470999997,99.50159078204597,110.233,123.037,132.063,0,231,818,"OVERLOADED",1,0.2627509232141482,0.083
"pd-2p2d-thresh16","10","777",2.658963121586471,1377.5585718583982,863,96991.234834,165417.1107,178711.6564,182785.33453,140523.24830399998,217483.10119999998,225608.7597,235081.70917,97.91362584567531,109.961,110.128,110.388,0,15,863,"OVERLOADED",1,0.32351231490913035,0.105
"pd-2p2d-thresh16","20","42",2.4693201463135948,1258.4866939582575,852,117277.62677500001,210127.64410000003,223392.95450000002,234668.6997,159708.29687,261670.8822,275529.03734999994,286150.80887,98.15157485422354,109.905,110.145,123.939,0,40,852,"OVERLOADED",1,0.19708188961188314,0.068
"pd-2p2d-thresh16","20","123",2.7169069895832396,1397.752178546651,859,108763.349842,194410.73870000002,202076.5844,211570.38763,151945.250673,247106.9312,255271.12235,263395.57210999995,98.29140853523056,109.8,110.057,110.286,0,12,859,"OVERLOADED",1,0.17712082819168967,0.056
"pd-2p2d-thresh16","20","777",2.577339658535914,1323.5317393860482,836,120109.448273,207011.85489999998,222910.0907,229033.78792,163053.815778,260168.7466,268948.10895,276506.87330000004,98.87834371440842,110.201,122.955,133.438,0,78,836,"OVERLOADED",1,0.24971831619785773,0.081
"pd-2p2d-thresh16","50","42",2.469404412639031,1258.5296402118927,852,132262.156515,237289.60060000003,252199.3523,264324.92241999996,174692.82661000002,287893.3972,303335.665,314788.82109,98.15157485422354,109.905,110.145,123.939,0,40,852,"OVERLOADED",1,0.18259680515992832,0.063
"pd-2p2d-thresh16","50","123",2.720769222986185,1398.8658760809753,857,123794.518581,222335.3781,231681.0067,242519.25081,166807.35577700002,273184.2843,281761.65009999997,290301.72009,98.18937314559626,109.854,110.062,110.261,0,13,857,"OVERLOADED",1,0.1746117937739092,0.055
"pd-2p2d-thresh16","50","777",2.6990392171665842,1395.131207175341,873,134004.92856200002,232038.7651,249357.0307,256653.62282999998,178141.719829,281085.5589,292224.03715,300332.25464999996,98.15603489497758,109.907,110.151,122.73,0,15,873,"OVERLOADED",1,0.13912573284363836,0.045
"pd-2p2d-thresh16","100","42",2.4694325050780384,1258.543957497055,852,137256.997653,246343.58460000003,261797.6715,274223.06304000004,179687.667748,296768.8611,312735.60199999996,324336.12364,98.15157485422354,109.905,110.145,123.939,0,40,852,"OVERLOADED",1,0.1797004874587305,0.062
"pd-2p2d-thresh16","100","123",2.7042905319310626,1382.9164780439871,853,128818.759439,231659.361,241509.40125,252901.38353000002,171941.24550999998,279304.7576,290333.95485,299194.01330999995,99.42057756579143,109.981,110.131,114.876,0,12,853,"OVERLOADED",1,0.17119775934850806,0.054
"pd-2p2d-thresh16","100","777",2.6084825686084088,1350.4870563282548,845,138658.220973,240420.535,258233.396,265932.68893,181674.334844,285842.43049999996,297168.78024999995,308428.60787999997,98.30260444168599,110.078,110.385,126.205,0,33,845,"OVERLOADED",1,0.13582631126481656,0.044
"pd-3p1d-thresh16","0.2","42",0.20015529981659966,102.96048669155832,1000,332.580304,1313.247,1699.6033499999999,1872.02553,9844.846148,17262.8221,19429.25905,24337.325119999998,18.677417975742255,21.889,23.13,24.727,0,0,1000,"STABLE",0,0.20015529981659966,1
"pd-3p1d-thresh16","0.2","123",0.19091376551768302,98.27228805893078,1000,311.979043,1194.8883,1520.2188499999995,1874.17803,9763.536037,16334.227700000001,18318.517049999995,21895.155849999996,18.545995083182966,21.28,22.878,24.653,0,0,1000,"STABLE",0,0.19091376551768302,1
"pd-3p1d-thresh16","0.2","777",0.21325924895830042,109.85005239766951,1000,323.35139000000004,1236.2809,1624.0766999999998,1873.6691099999998,9986.448953,17624.315500000004,19731.442099999993,25247.712369999987,18.945511004646946,22.427,24.046,29.677,0,0,1000,"STABLE",0,0.21325924895830042,1
"pd-3p1d-thresh16","0.5","42",0.498402430567905,256.37970549142204,1000,337.49081,1314.5342000000003,1703.2873,1878.00329,11205.237456,19764.1514,22930.6517,27416.852249999996,21.323344285093775,26.848,28.183,30.669,0,0,1000,"STABLE",0,0.498402430567905,1
"pd-3p1d-thresh16","0.5","123",0.47474480275904435,244.3734629858098,1000,316.175896,1199.3764999999999,1524.4175499999994,1876.58429,10892.345600999999,18306.7192,20940.7173,25569.39029,20.739845451165653,25.294,26.76,29.72,0,0,1000,"STABLE",0,0.47474480275904435,1
"pd-3p1d-thresh16","0.5","777",0.5312395821427757,273.6420400013259,1000,331.601515,1243.1738,1629.66105,1876.4434199999998,11313.606291999999,20051.1027,22701.886649999993,29371.43391,21.517382434579975,27.024,28.585,35.152,0,0,1000,"STABLE",0,0.5312395821427757,1
"pd-3p1d-thresh16","1","42",0.9818697418334738,505.0767408083644,1000,356.682495,1347.2067,1742.8437499999995,1895.79943,14644.737380999999,26348.7605,30124.5428,38103.37647999999,28.00532913130621,37.139,39.141,42.392,0,0,1000,"STABLE",0,0.9818697418334738,1
"pd-3p1d-thresh16","1","123",0.93713393761985,482.3868829880049,1000,330.508833,1219.1997000000001,1542.8876,1888.02223,13680.081358,23557.5123,26575.783299999996,34888.053179999995,26.154451325263214,35.449,37.63,43.244,0,0,1000,"STABLE",0,0.93713393761985,1
"pd-3p1d-thresh16","1","777",1.0506584898595335,541.1952387851355,1000,355.95736,1286.0513000000003,1650.5227499999999,1890.54358,14593.138402,25421.260200000004,30133.232999999993,38383.14905,27.868367797378337,37.448,41.363,49.172,0,0,1000,"STABLE",0,1.0506584898595335,1
"pd-3p1d-thresh16","2","42",1.8275335465804254,940.0887389616106,1000,436.69097700000003,1463.0664,1841.0995499999997,1998.54269,31737.297016,59026.275700000006,65994.18224999998,82652.24628,61.23939472889718,83.233,88.255,98.346,0,0,1000,"STABLE",0,1.8275335465804254,1
"pd-3p1d-thresh16","2","123",1.8161345590367355,934.8498158604825,1000,391.65069300000005,1286.4968000000003,1621.2084999999997,1940.8526299999999,25641.054971,44756.0763,51102.34314999997,66263.49518999999,49.385288110684826,68.83,77.044,87.882,0,0,1000,"STABLE",0,1.8161345590367355,1
"pd-3p1d-thresh16","2","777",2.0117263894807844,1034.9140588567598,996,450.129355,1485.3826000000004,1755.6834999999999,1995.500179999999,29908.047252,53664.6205,62774.19504999999,85359.40101999999,57.86852999587396,78.187,102.635,107.03,0,0,996,"STABLE",0,2.0117263894807844,0.996
"pd-3p1d-thresh16","5","42",3.2075013508694097,1657.5537989398078,828,781.454345,1957.6380000000001,2609.6323999999995,3569.126419999999,42649.177762,87881.566,99678.84954999998,121607.96795,98.30750417621839,110.383,110.505,126.488,0,29,828,"OVERLOADED",0.7723886790416153,3.2075013508694097,0.828
"pd-3p1d-thresh16","5","123",3.371527011340988,1744.65621825774,866,654.941816,1684.3159,1970.9380499999995,2764.956289999999,44968.508296,83846.4149,96167.58339999997,113981.28016,99.44232879683227,110.138,110.332,110.535,0,9,866,"OVERLOADED",0.45024700507306836,3.371527011340988,0.866
"pd-3p1d-thresh16","5","777",3.4678914150306372,1799.702583819029,834,807.509727,1979.8723,2527.2005,3677.1337799999997,42968.097733999995,85019.27270000002,97329.62769999998,120268.64620999999,97.95054965507663,110.196,110.35,110.639,0,18,834,"OVERLOADED",0.6471608136138283,3.4678914150306372,0.834
