arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score,goodput_rps,slo_attainment
"agg-4xtp4","0.2","42",0.9639927176804739,237.70593472560537,460,233.86438043478262,501.48720000000003,575.0382499999997,726.3098699999999,5676.7758413043475,13515.537200000008,24157.153349999997,46820.935159999986,22.15990096398127,25.988,27.5,45.088,0,0,0,"STABLE",0,0.9639927176804739,1
"agg-4xtp4","0.2","123",0.717814531792087,206.91091417264445,410,248.7512268292683,513.7098000000001,612.6005499999998,830.1623399999991,6560.653146341464,17158.87640000001,36330.040099999984,47409.601149999995,21.970750655922835,26.344,27.538,43.654,0,0,0,"OVERLOADED",0.37651095589970757,0.717814531792087,1
"agg-4xtp4","0.2","777",0.6824374460775989,195.063370003847,390,243.7195205128205,532.0601,626.19125,762.5741400000004,6416.202879487179,13829.692000000015,33727.91769999998,48168.047210000004,21.667781248593418,25.376,27.296,43.502,0,0,0,"STABLE",0,0.6824374460775989,1
"agg-4xtp4","0.5","42",1.514312795944782,365.4604643913238,640,249.3253515625,506.20810000000006,626.8126,817.60078,6103.8344546875005,14440.665700000001,23943.552149999978,48472.76810000001,24.3562993836792,28.833,34.686,48.576,0,0,0,"STABLE",0,1.514312795944782,1
"agg-4xtp4","0.5","123",1.3853284548278142,391.22934953841866,660,250.76788636363636,507.8729,602.9568999999996,851.7648399999997,7379.807784848485,19143.0906,33551.14064999997,57117.26447999995,25.330606326387766,32.115,36.914,50.799,0,0,0,"OVERLOADED",0.4845487148574481,1.3853284548278142,1
"agg-4xtp4","0.5","777",1.1965538440585757,340.6196819499642,580,249.41953275862068,535.0932000000001,639.8964,869.2376400000003,7137.592946551725,18267.403200000004,34687.39644999985,55366.91340000002,24.279844159317317,30.475,34.568,49.44,0,0,0,"OVERLOADED",0.4843888084305871,1.1965538440585757,1
"agg-4xtp4","1","42",1.9371460686451807,475.94614540640305,910,275.61466483516483,568.9425,683.0416999999999,901.28607,7383.673841758242,18533.9668,30655.48079999994,57383.06326999997,29.04553235700941,39.568,47.789,58.192,0,0,0,"STABLE",0,1.9371460686451807,1
"agg-4xtp4","1","123",1.8476851415776818,505.2922172660772,930,265.1949193548387,560.2127000000002,707.38405,959.6053100000005,8388.409595698924,21807.504300000004,39916.97369999998,64096.14043000001,29.81005145619574,40.853,48.94704999999999,60.42,0,0,0,"STABLE",0,1.8476851415776818,1
"agg-4xtp4","1","777",1.8794132437221216,507.9695008734341,890,260.66347640449436,547.3538,653.1395999999997,855.3632100000003,7964.323260674158,19137.27210000001,38574.989749999964,61922.31324,28.605381281815905,37.815,45.918,56.345,0,0,0,"OVERLOADED",0.4141602664100886,1.8794132437221216,1
"agg-4xtp4","2","42",2.5756175889903887,651.2964197279996,1200,318.561885,713.099000000001,893.01395,1151.20732,9455.917248333333,22317.778900000016,41125.94654999998,75887.56873999999,36.27497662815473,52.876,62.825,72.727,0,0,0,"OVERLOADED",0.6801772944481568,2.5756175889903887,1
"agg-4xtp4","2","123",2.450267044971703,663.4003783220695,1170,297.67833247863246,638.6560000000001,805.0202499999999,1063.4007099999994,9484.472111111112,24947.640300000105,41430.431849999964,70239.62531999985,34.05430122970947,48.516,55.898,66.885,0,0,0,"OVERLOADED",0.601102133977272,2.450267044971703,1
"agg-4xtp4","2","777",2.254033658480193,609.7141273963848,1140,298.5429157894737,633.9625,788.4499999999998,1103.4708499999986,9475.481175438596,24200.902700000028,42602.351899999936,75833.25797999998,34.048946668446014,49.365,56.712,68.072,0,0,0,"OVERLOADED",0.6157673315741374,2.254033658480193,1
"agg-4xtp4","5","42",3.143307927668918,812.8554762487323,1590,492.0646471698113,1034.1742000000006,1341.3199999999997,5077.620759999975,12852.687652201257,29802.567400000025,55150.49545,110275.28264999998,47.98100294446533,76.11,86.735,98.013,0,0,0,"OVERLOADED",0.9401510732699918,3.143307927668918,1
"agg-4xtp4","5","123",2.8666414519733388,750.0611872154266,1610,449.1460801242236,1055.017600000001,1291.8899499999998,2115.756270000002,12515.058960869566,31771.160100000063,53781.02214999995,99861.8866400001,46.28837139609531,72.606,78.97959999999998,86.966,0,0,0,"OVERLOADED",0.9868986840073521,2.8666414519733388,1
"agg-4xtp4","5","777",2.9795563286745717,813.0982925535538,1580,420.5136626582278,964.7816000000001,1275.8795499999994,1871.6022800000005,12936.741113291138,32392.531100000007,57386.07834999999,113548.96405000004,46.03089390348937,72.784,81.237,88.891,0,0,0,"OVERLOADED",1,2.9795563286745717,1
"agg-4xtp4","10","42",3.4667028761470946,884.5361722546834,2000,710.7430315,1677.9572000000005,2300.5317999999997,4128.6178699999955,16184.3485255,39223.33850000007,65098.59334999992,136936.74168,60.880215359312544,95.337,101.693,110.572,0,0,0,"OVERLOADED",1,3.310701246720475,0.955
"agg-4xtp4","10","123",3.3554786366884244,893.0371508041674,2000,918.8309855,1598.5847000000008,2718.976699999998,12056.82441,16418.0058715,42070.52970000001,73379.06499999999,131742.68026999998,58.45297777425766,89.948,103.427,114.001,0,0,0,"OVERLOADED",1,3.1877047048540033,0.95
"agg-4xtp4","10","777",3.274839804444077,911.2993632351358,1960,668.5616591836734,1604.4830000000006,2209.3970999999997,4025.6801300000084,17476.43540612245,44552.76000000003,79661.30675,156388.22217000017,60.61570806046499,98.875,106.128,115.981,0,0,0,"OVERLOADED",1,3.079351918158385,0.9403061224489796
"agg-4xtp4","20","42",3.5692397670096647,910.6986650320499,2000,725.5800479999999,1679.9966000000013,2226.3468,4162.20313,16434.339648,37836.23190000001,66296.16624999998,139533.45591999998,61.80546523340363,92.211,98.022,104.78,0,0,0,"OVERLOADED",1,3.4978549716694713,0.98
"agg-4xtp4","20","123",3.257050141116013,866.8410957070391,2000,830.005297,1512.6481,2397.23475,8758.13654,16449.534971,42106.93670000003,72876.70905,128265.35281,58.90690183787617,88.697,102.161,111.484,0,0,0,"OVERLOADED",0.9160235724756983,3.0746553332135163,0.944
"agg-4xtp4","20","777",3.1588066593867232,879.4291474098903,2000,956.4719534999999,1803.494100000003,3389.831149999999,11091.90647,18241.849329999997,45014.53380000001,75901.92389999994,159934.23416999998,62.30806662629256,108.117,114.93,130.262,0,0,0,"OVERLOADED",1,2.792385086897863,0.884
"agg-4xtp4","50","42",3.485039295238207,889.2147462586191,2000,1023.2710400000001,2586.525,3425.40185,6572.4007599999995,16664.959787,38322.80450000004,67481.51995,136777.49411,61.541564681765244,96.464,103.047,112.196,0,0,0,"OVERLOADED",0.8374704244584961,3.3194999287143925,0.9525
"agg-4xtp4","50","123",3.231258726448391,859.9768912331541,2000,985.0213695,2495.4011000000005,3152.12265,6099.65963,16831.9089535,41541.67960000002,71976.01059999997,140820.34803999998,59.76439349332247,89.807,96.6845,114.029,0,0,0,"OVERLOADED",0.8857662924618941,3.163402293192975,0.979
"agg-4xtp4","50","777",3.129172061548355,871.1787123814005,2000,935.0191585,2100.746,2649.8462,6772.72805,18186.197279,44973.18250000001,80086.12924999997,153603.71394,62.184784081425924,101,110.854,116.999,0,0,0,"OVERLOADED",1,2.864757022347519,0.9155
"agg-4xtp4","100","42",3.4651130975318556,884.1305370614481,2000,1134.3006165,3236.436800000001,4149.2760499999995,6024.74917,16994.2506715,39454.00980000001,69816.34879999999,133490.84807999997,62.40034725282508,98.827,105.128,113.747,0,0,0,"OVERLOADED",0.8572350584180602,3.2242877372533916,0.9305
"agg-4xtp4","100","123",3.3009158475192293,878.5156464063102,2000,1040.5824989999999,2962.8160000000007,3858.8897999999995,5369.63516,16957.2351005,41762.19520000006,73868.96255,130647.12229999999,60.02751572359067,90.755,95.351,104.13,0,0,0,"OVERLOADED",0.8916258430325276,3.272858062815316,0.9915
"agg-4xtp4","100","777",3.064042286259297,853.0462247271627,2000,1080.4208725,3143.653300000001,4006.082,5860.5734,18674.975718499998,47304.94410000002,79253.56210000001,153188.67593,63.42259921306535,97.997,105.753,124.548,0,0,0,"OVERLOADED",1,2.892455918228776,0.944
