arm,rate,seed,throughput_rps,tokens_per_sec,completed,ttft_mean_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,e2e_mean_ms,e2e_p90_ms,e2e_p95_ms,e2e_p99_ms,itl_mean_ms,itl_p90_ms,itl_p95_ms,itl_p99_ms,timeouts,preemptions,disagg_count,sat_level,sat_score
"agg-4xtp4","0.01","123",0.13293422059018453,58.67494939816428,540,223.60683333333336,620.7735,715.1043000000001,906.6403600000002,8666.361275925925,21060.741100000017,30077.109949999976,76889.89943,19.16961157156854,20.472,20.989,22.803940000000004,0,0,0,"STABLE",0
"agg-4xtp4","0.01","42",0.1701578864967577,78.16886484203698,510,251.04128039215686,662.2271,762.4087,1163.7688599999997,9299.532841176471,23144.126100000016,35373.80579999998,72803.06975999994,19.738019351609854,21.873,23.05,24.983220000000003,0,0,0,"STABLE",0
"agg-4xtp4","0.01","777",0.12704678047170886,47.492022491265296,525,230.65151047619048,624.6020000000001,754.6171999999997,1002.45976,7294.438457142857,15904.953000000009,28727.332599999976,53481.01184,18.94506775729584,19.508,19.694,21.504,0,0,0,"OVERLOADED",0.2325095619900792
"agg-4xtp4","0.02","123",0.24723208292412455,110.46195826086142,555,228.88613513513513,640.0903999999999,719.5114999999998,858.6520800000008,9045.63390990991,21872.941000000003,32012.384899999925,79747.05814000001,19.77585839234326,21.637,22.08,24.264,0,0,0,"STABLE",0
"agg-4xtp4","0.02","42",0.2958526871590937,134.09847074619478,525,247.8408838095238,661.8188,763.9771999999999,936.15036,9517.50519047619,24216.623800000005,36380.11679999996,75303.49971999998,20.494555760054244,23.374,24.749,28.978,0,0,0,"STABLE",0
"agg-4xtp4","0.02","777",0.23861100229958437,89.5670584354138,540,227.57771481481484,621.5049,710.5571999999999,958.2638400000002,7487.402353703704,16079.54820000002,29285.150099999948,55929.89214000005,19.390112362051653,20.989,21.541,24.403,0,0,0,"STABLE",0
"agg-4xtp4","0.05","123",0.5044920663056345,225.12285802800528,600,237.02202,632.6481000000001,761.5360999999999,975.5798199999997,9770.583926666666,23466.024000000005,36901.05149999995,85005.33306,21.410601642572114,24.66,26.234,38.12267000000033,0,0,0,"STABLE",0
"agg-4xtp4","0.05","42",0.5661276493913324,254.28209901057463,555,257.3909099099099,698.5134000000002,821.7345999999993,1049.9922000000001,10396.76094054054,25947.16860000002,41641.275099999984,81728.33420000004,22.622690285411032,27.006,28.94,43.79472,0,0,0,"STABLE",0
"agg-4xtp4","0.05","777",0.5331095748901491,198.78640600844346,630,219.24956507936508,605.8548000000001,686.4516499999995,848.5380600000002,8022.586987301587,17805.754900000004,33231.928799999994,64060.39664000032,20.98133924920503,24.133,25.635,28.283,0,0,0,"STABLE",0
"agg-4xtp4","0.1","123",0.7948929707201025,345.4731572817361,690,247.7409608695652,651.3792000000001,753.4232999999997,1023.7761,10875.368520289856,27667.9036,40895.602849999974,93969.62316000002,24.507518126974045,30.603,32.473,45.687,0,0,0,"STABLE",0
